"customer_id";"customer_state";"customer_city";"value_segment";"activity_status";"total_spent";"days_since_last_purchase";"order_purchase_timestamp";"price";"freight_value";"order_total"
"6668dac2eb65c90a4b5662e8d5a38514";"MG";"andradas";"High Value";"Inactive";670.96;225;"2018-01-19 20:26:21";289.0;46.48;335.48
"0f3e9d86fecf526bfb491387aece8e02";"MS";"tres lagoas";"Medium Value";"Active";298.0;44;"2018-07-19 18:01:16";129.99;19.01;149.0
"1c5b37d20011c637ad1a5b6d423c7483";"RJ";"sao goncalo";"Medium Value";"Inactive";431.12;297;"2017-11-08 17:08:56";89.9;17.88;107.78
"1c5b37d20011c637ad1a5b6d423c7483";"RJ";"sao goncalo";"Medium Value";"Inactive";431.12;297;"2017-11-08 17:08:56";89.9;17.88;107.78
"05428560b11124d146bc86a2c4d5bf35";"SP";"hortolandia";"Low Value";"At Risk";197.86;62;"2018-07-01 20:21:03";89.0;9.93;98.93
"2b655432dbb2d5e62b02aee3eafada73";"SP";"artur nogueira";"Low Value";"Inactive";182.1;203;"2018-02-10 11:48:42";79.0;12.05;91.05
"ad6f2686bc9a43070103abf4021c6e35";"SP";"santos";"Low Value";"Inactive";118.48;298;"2017-11-07 02:55:51";49.9;9.34;59.24
"243243e2638f6c85b2b5c38f5bf05b53";"SP";"taboao da serra";"High Value";"Inactive";509.52;304;"2017-11-01 19:01:18";113.57;13.81;127.38
"243243e2638f6c85b2b5c38f5bf05b53";"SP";"taboao da serra";"High Value";"Inactive";509.52;304;"2017-11-01 19:01:18";113.57;13.81;127.38
"2800b82a7d904585f1f78639be21f877";"RJ";"rio de janeiro";"High Value";"Inactive";834.04;278;"2017-11-27 17:19:45";189.9;18.61;208.51
"2800b82a7d904585f1f78639be21f877";"RJ";"rio de janeiro";"High Value";"Inactive";834.04;278;"2017-11-27 17:19:45";189.9;18.61;208.51
"c1865c11ead00a1bcd19971382032e8a";"RS";"pelotas";"Low Value";"Inactive";55.2;414;"2017-07-14 16:49:26";12.5;15.1;27.6
"57ee2ef64f17a5f9a4bf30489b06326c";"RJ";"niteroi";"Low Value";"Inactive";116.0;221;"2018-01-23 10:32:39";42.9;15.1;58.0
"076dcea2eb6c8dbe9354f7c0d8670a00";"BA";"dias d'avila";"Medium Value";"Inactive";421.28;366;"2017-08-31 17:46:40";174.9;35.74;210.64
"fe196aba95e52d084e7bb60dbd8a23f1";"SC";"indaial";"Low Value";"Inactive";146.08;492;"2017-04-27 08:26:54";22.0;14.52;36.52
"fe196aba95e52d084e7bb60dbd8a23f1";"SC";"indaial";"Low Value";"Inactive";146.08;492;"2017-04-27 08:26:54";22.0;14.52;36.52
"3971ac136496b4368c1431bb5bce0929";"MS";"campo grande";"High Value";"Inactive";757.82;254;"2017-12-21 20:55:24";320.0;58.91;378.91
"f90389504400442cf00ae1b04e8280a9";"SP";"sao paulo";"Low Value";"Inactive";139.42;329;"2017-10-07 13:59:13";56.97;12.74;69.71
"369ec69ef76c47e51980b88a5740dc1b";"BA";"andorinha";"High Value";"Active";528.44;21;"2018-08-11 20:58:44";249.0;15.22;264.22
"0c7a95280b3f80eadd81c829e093dbec";"MA";"sao luis";"High Value";"Inactive";594.4;162;"2018-03-23 11:43:13";243.37;53.83;297.2
"2e21846cd2112929ca821e9716281192";"SP";"jundiai";"Medium Value";"Active";471.66;43;"2018-07-20 12:25:03";219.0;16.83;235.83
"84d818ae645c84264965bc603b1d173f";"SP";"fernandopolis";"Medium Value";"At Risk";372.2;68;"2018-06-25 17:26:38";122.99;63.11;186.1
"61449fa1b8b8998c9c3f3a7f0ae954ef";"SP";"mairipora";"Medium Value";"Inactive";227.24;412;"2017-07-16 10:27:45";99.9;13.72;113.62
"565ab5b150fec651f51db8783d2e645a";"RS";"panambi";"Medium Value";"Inactive";331.6;208;"2018-02-05 19:28:53";150.0;15.8;165.8
"748632357c64f888b1f6932d1eee4fd7";"RJ";"itaborai";"Medium Value";"Inactive";216.38;474;"2017-05-15 20:46:00";89.99;18.2;108.19
"6a4ea2081853cd8dd8d7c69cdf86925a";"RJ";"campos dos goytacazes";"Low Value";"Inactive";144.28;478;"2017-05-11 21:36:10";56.99;15.15;72.14
"25d1a8eaa40b155630ad44faa4b38e40";"AL";"paripueira";"High Value";"Inactive";758.4;367;"2017-08-30 16:03:26";349.9;29.3;379.2
"2d8748fb35d51c2fd273ee67fff78b7a";"PR";"curitiba";"Low Value";"Inactive";150.36;279;"2017-11-26 09:32:06";60.0;15.18;75.18
"17e1a5591eec6af6ab825d5687790ee7";"SP";"sao paulo";"Medium Value";"Inactive";298.06;144;"2018-04-10 19:24:04";134.0;15.03;149.03
"8afb90a97ee661103014329b1bcea1a2";"GO";"anapolis";"Medium Value";"Inactive";270.82;527;"2017-03-23 12:21:17";109.9;25.51;135.41
"31d79ded8b09c0a871f049c73f2d331f";"SP";"brodowski";"Medium Value";"Inactive";343.24;128;"2018-04-26 23:10:33";148.0;23.62;171.62
"625784c6aad212dc7d249ea10e276617";"MG";"carmo da mata";"Medium Value";"Inactive";308.28;410;"2017-07-18 13:32:25";119.94;34.2;154.14
"1b9506de3da8fd318853195b13fb2dda";"SP";"sao paulo";"Low Value";"Inactive";115.36;273;"2017-12-02 01:20:28";49.9;7.78;57.68
"16c0be52bf7bf9069c6fa0d850c660ac";"SP";"sao paulo";"Low Value";"At Risk";110.26;108;"2018-05-16 16:38:10";39.9;15.23;55.13
"c7f658d05c387b0664410be68026ef0d";"RJ";"rio de janeiro";"Low Value";"Inactive";179.16;261;"2017-12-14 01:30:04";29.0;15.79;44.79
"c7f658d05c387b0664410be68026ef0d";"RJ";"rio de janeiro";"Low Value";"Inactive";179.16;261;"2017-12-14 01:30:04";29.0;15.79;44.79
"89a187407adfc8a32a4d6233a6a237d8";"MS";"campo grande";"Medium Value";"Inactive";388.24;195;"2018-02-18 16:22:23";149.0;45.12;194.12
"3c628393675b42c6b5ef89461f68ecef";"MG";"belo horizonte";"High Value";"Inactive";779.64;471;"2017-05-18 20:59:24";179.9;15.01;194.91
"3c628393675b42c6b5ef89461f68ecef";"MG";"belo horizonte";"High Value";"Inactive";779.64;471;"2017-05-18 20:59:24";179.9;15.01;194.91
"1fc77bb785f297743a18fac02b30de62";"BA";"salvador";"Low Value";"Inactive";87.56;299;"2017-11-06 16:24:03";27.99;15.79;43.78
"574478d054c2bae93a3c66c8a32f4fd5";"MG";"belo horizonte";"Low Value";"At Risk";162.84;96;"2018-05-28 19:15:19";65.0;16.42;81.42
"482d1baa7d2f9c4d4b54ae09215d39c8";"RS";"alegrete";"Low Value";"Inactive";131.06;439;"2017-06-19 14:56:36";39.9;25.63;65.53
"09d9f64ba169a1b0e2c8d9690ef483c2";"SP";"sao paulo";"Medium Value";"Active";316.02;33;"2018-07-30 18:34:42";139.9;18.11;158.01
"45ba03e2c6bbb5dc48131ba32ec3ae5e";"RJ";"rio de janeiro";"Medium Value";"At Risk";275.66;81;"2018-06-12 09:51:55";118.9;18.93;137.83
"9583b047c90d4aa1c5c68b4065ba7f4e";"SP";"osasco";"Medium Value";"Inactive";465.44;266;"2017-12-09 19:11:22";99.9;14.35;114.25
"9583b047c90d4aa1c5c68b4065ba7f4e";"SP";"osasco";"Medium Value";"Inactive";465.44;266;"2017-12-09 19:11:22";99.9;18.57;118.47
"e7214f2cd8744c2d6d53e74e226ad9de";"MG";"sao joaquim de bicas";"Low Value";"Inactive";86.22;209;"2018-02-04 19:34:05";28.0;15.11;43.11
"204bbfa4c9b59b50791939141259e2ed";"MG";"belo horizonte";"Medium Value";"Inactive";223.62;450;"2017-06-08 18:26:09";94.9;16.91;111.81
"53379b14e4048e025dc5a2185f461bb7";"SP";"atibaia";"High Value";"Inactive";550.38;158;"2018-03-27 22:14:59";259.9;15.29;275.19
"b4a2eabc4ac6b82d0f3aa2961fc9220b";"SP";"sao paulo";"Low Value";"At Risk";190.4;108;"2018-05-16 18:29:24";83.99;11.21;95.2
"069c942e82eba9152f2797da49e1e764";"RJ";"macae";"Low Value";"Inactive";127.04;542;"2017-03-08 16:49:01";49.0;14.52;63.52
"b70e717fe0599c3bf2f69725b26fdf8e";"MG";"dores de campos";"Medium Value";"Inactive";332.7;227;"2018-01-17 16:44:42";138.0;28.35;166.35
"cf4604a56d4e374de013f1ec35280d00";"BA";"salvador";"Medium Value";"Inactive";250.66;132;"2018-04-22 14:26:17";102.9;22.43;125.33
"46c8678b6afe29d90d3142f31ff01791";"SP";"sao carlos";"High Value";"At Risk";785.78;108;"2018-05-16 10:58:56";39.99;1.98;41.97
"46c8678b6afe29d90d3142f31ff01791";"SP";"sao carlos";"High Value";"At Risk";785.78;108;"2018-05-16 10:58:56";159.0;16.46;175.46
"46c8678b6afe29d90d3142f31ff01791";"SP";"sao carlos";"High Value";"At Risk";785.78;108;"2018-05-16 10:58:56";159.0;16.46;175.46
"686ca7499141a82f95123c370af061b0";"SP";"sao jose dos campos";"Low Value";"Inactive";95.36;233;"2018-01-11 20:04:57";39.9;7.78;47.68
"7f4b6c52e1e85f2e166d5f01ea86dec1";"SP";"franco da rocha";"Low Value";"Inactive";106.54;299;"2017-11-06 22:25:04";39.9;13.37;53.27
"2e068340b3037f667ce3224bd59260af";"SP";"sao paulo";"Low Value";"Inactive";191.04;317;"2017-10-19 15:08:48";39.49;8.27;47.76
"2e068340b3037f667ce3224bd59260af";"SP";"sao paulo";"Low Value";"Inactive";191.04;317;"2017-10-19 15:08:48";39.49;8.27;47.76
"08ebd000e60012404de32cacee764799";"MG";"patos de minas";"Low Value";"Inactive";125.02;279;"2017-11-26 21:33:25";46.4;16.11;62.51
"b0962d2b8c090ec26077939595a5b00a";"PE";"jaboatao dos guararapes";"Low Value";"Inactive";94.06;166;"2018-03-19 05:02:28";27.99;19.04;47.03
"1a1b5f9e903aa3c203caf5cb63fca2b1";"RJ";"sao goncalo";"Low Value";"Inactive";193.6;225;"2018-01-19 21:07:32";79.0;17.8;96.8
"13a546131c3ba5360cefc5abbb428a01";"SP";"sao jose dos campos";"Low Value";"Inactive";75.52;194;"2018-02-19 10:29:23";29.98;7.78;37.76
"edc2830530b7d989c82121b21e1c229d";"BA";"salvador";"Low Value";"Inactive";153.52;443;"2017-06-15 16:02:23";59.9;16.86;76.76
"95ec188041551055bfa8abedc15c9218";"RS";"butia";"Low Value";"Inactive";175.28;387;"2017-08-10 21:05:20";69.9;17.74;87.64
"6668dac2eb65c90a4b5662e8d5a38514";"MG";"andradas";"High Value";"Inactive";670.96;225;"2018-01-19 20:26:21";289.0;46.48;335.48
"0f3e9d86fecf526bfb491387aece8e02";"MS";"tres lagoas";"Medium Value";"Active";298.0;44;"2018-07-19 18:01:16";129.99;19.01;149.0
"1c5b37d20011c637ad1a5b6d423c7483";"RJ";"sao goncalo";"Medium Value";"Inactive";431.12;297;"2017-11-08 17:08:56";89.9;17.88;107.78
"1c5b37d20011c637ad1a5b6d423c7483";"RJ";"sao goncalo";"Medium Value";"Inactive";431.12;297;"2017-11-08 17:08:56";89.9;17.88;107.78
"05428560b11124d146bc86a2c4d5bf35";"SP";"hortolandia";"Low Value";"At Risk";197.86;62;"2018-07-01 20:21:03";89.0;9.93;98.93
"2b655432dbb2d5e62b02aee3eafada73";"SP";"artur nogueira";"Low Value";"Inactive";182.1;203;"2018-02-10 11:48:42";79.0;12.05;91.05
"ad6f2686bc9a43070103abf4021c6e35";"SP";"santos";"Low Value";"Inactive";118.48;298;"2017-11-07 02:55:51";49.9;9.34;59.24
"243243e2638f6c85b2b5c38f5bf05b53";"SP";"taboao da serra";"High Value";"Inactive";509.52;304;"2017-11-01 19:01:18";113.57;13.81;127.38
"243243e2638f6c85b2b5c38f5bf05b53";"SP";"taboao da serra";"High Value";"Inactive";509.52;304;"2017-11-01 19:01:18";113.57;13.81;127.38
"2800b82a7d904585f1f78639be21f877";"RJ";"rio de janeiro";"High Value";"Inactive";834.04;278;"2017-11-27 17:19:45";189.9;18.61;208.51
"2800b82a7d904585f1f78639be21f877";"RJ";"rio de janeiro";"High Value";"Inactive";834.04;278;"2017-11-27 17:19:45";189.9;18.61;208.51
"c1865c11ead00a1bcd19971382032e8a";"RS";"pelotas";"Low Value";"Inactive";55.2;414;"2017-07-14 16:49:26";12.5;15.1;27.6
"57ee2ef64f17a5f9a4bf30489b06326c";"RJ";"niteroi";"Low Value";"Inactive";116.0;221;"2018-01-23 10:32:39";42.9;15.1;58.0
"076dcea2eb6c8dbe9354f7c0d8670a00";"BA";"dias d'avila";"Medium Value";"Inactive";421.28;366;"2017-08-31 17:46:40";174.9;35.74;210.64
"7d81b5f1ff0e0a22a9496943f1df6cbd";"SP";"sao jose dos campos";"Low Value";"Inactive";41.1;218;"2018-01-26 16:09:11";12.77;7.78;20.55
"48ed31e735f1c420ed6ca3637b7c744d";"SP";"sao paulo";"Medium Value";"Inactive";225.42;281;"2017-11-24 19:19:18";99.0;13.71;112.71
"9bfb255b9b882baed6b515d644f93f45";"SP";"sao paulo";"Low Value";"Inactive";178.54;219;"2018-01-25 22:30:19";79.9;9.37;89.27
"9bd2f246e81c19f65c539ce426288ef5";"SP";"sao paulo";"Low Value";"Inactive";148.12;334;"2017-10-02 10:25:22";58.9;15.16;74.06
"4236ba0e8837211a7c2d22719c96bf86";"SP";"santos";"Medium Value";"Inactive";246.12;265;"2017-12-10 10:03:25";115.0;8.06;123.06
"5840ca4dabfc4e4eac43cdc7123390c5";"SP";"sao paulo";"High Value";"Inactive";756.4;161;"2018-03-24 13:13:08";179.49;9.61;189.1
"5840ca4dabfc4e4eac43cdc7123390c5";"SP";"sao paulo";"High Value";"Inactive";756.4;161;"2018-03-24 13:13:08";179.49;9.61;189.1
"bb7651b2df4512e6c29ff35a7b8cd754";"SP";"sao paulo";"High Value";"Inactive";564.82;131;"2018-04-23 10:09:03";269.9;12.51;282.41
"eb4fea182012be623175b35ee37dfe50";"RJ";"rio de janeiro";"Low Value";"Inactive";172.44;513;"2017-04-06 10:21:23";69.0;17.22;86.22
"c903ba1283fbd5c51a9bad4ec9fd8d97";"SP";"piracicaba";"Low Value";"Inactive";55.72;502;"2017-04-17 19:32:46";16.9;10.96;27.86
"bc2723356fa3f373b455c0a3112dc495";"PE";"recife";"Low Value";"Inactive";100.6;557;"2017-02-21 10:53:34";29.9;20.4;50.3
"acb6cc6ec99086b8b53c858a0731c189";"RJ";"rio de janeiro";"Medium Value";"Inactive";392.8;436;"2017-06-22 19:53:24";177.9;18.5;196.4
"e13a5ed086aacc9b2b7466c78645b468";"SP";"maua";"Low Value";"Active";113.2;8;"2018-08-24 14:59:37";49.0;7.6;56.6
"c1f4176c8405099a08d876c2794e1958";"SP";"presidente prudente";"Medium Value";"Inactive";316.9;123;"2018-05-01 21:53:28";145.0;13.45;158.45
"15a1e1d176ac754126d54e0c861e5883";"SP";"sao paulo";"Medium Value";"Inactive";354.88;461;"2017-05-28 09:37:43";169.0;8.44;177.44
"71982df42edbf42a7d4bcd238f007214";"SP";"sao paulo";"Low Value";"Inactive";91.86;333;"2017-10-03 10:00:51";34.2;11.73;45.93
"80f16375ce928674fe11f2e5130208e1";"SE";"cedro de sao joao";"High Value";"Inactive";2440.0;368;"2017-08-29 19:04:05";1200.0;20.0;1220.0
"d5f23b6e251fdf6e84267303b9b84561";"SP";"sao paulo";"Low Value";"Inactive";76.56;190;"2018-02-23 14:59:08";30.5;7.78;38.28
"05f9f7e304de1bd029ce39f107848608";"SP";"campinas";"Medium Value";"Inactive";317.04;298;"2017-11-07 10:44:53";146.0;12.52;158.52
"4ff38991e49354d05057650b0033234f";"PR";"curitiba";"Low Value";"Inactive";150.16;212;"2018-02-01 11:32:12";61.5;13.58;75.08
"485d59ed46bda4a60ac9ab15c32ec63c";"MG";"belo horizonte";"Medium Value";"Active";455.2;29;"2018-08-03 10:50:18";199.9;27.7;227.6
"9b5f0ef5de7b703b77e1131e68263de9";"MG";"varginha";"High Value";"Active";769.32;16;"2018-08-16 15:59:08";359.0;25.66;384.66
"337e39b83fac394e62eb7876f45ee981";"MG";"lagoa santa";"Low Value";"Inactive";131.1;556;"2017-02-22 10:37:41";49.99;15.56;65.55
"02cb822eec8b6309e7ce715ccea3390d";"SP";"sao paulo";"Low Value";"Inactive";172.04;541;"2017-03-09 21:17:43";76.49;9.53;86.02
"68b7ff9f504488d359f5933200a0bacf";"DF";"brasilia";"Medium Value";"Active";206.24;43;"2018-07-20 10:46:14";59.9;43.22;103.12
"7d6a0d2bc3cd8656c1be4de50b4d73d3";"PR";"vere";"High Value";"Inactive";1016.76;164;"2018-03-21 22:46:08";322.0;186.38;508.38
"7a185d1a7b35b67cc0fa426ad845f666";"DF";"brasilia";"Medium Value";"Inactive";391.26;157;"2018-03-28 16:57:56";179.49;16.14;195.63
"52ebfe7b40ff6cbe2db79c566f36e6bb";"SP";"sao paulo";"Medium Value";"At Risk";467.84;102;"2018-05-22 23:30:07";224.0;9.92;233.92
"ba5a299fef88320dbdadd124f5333bc6";"SP";"ribeirao preto";"Medium Value";"Inactive";484.68;288;"2017-11-17 19:49:17";59.9;14.72;74.62
"ba5a299fef88320dbdadd124f5333bc6";"SP";"ribeirao preto";"Medium Value";"Inactive";484.68;288;"2017-11-17 19:49:17";59.9;15.94;75.84
"ba5a299fef88320dbdadd124f5333bc6";"SP";"ribeirao preto";"Medium Value";"Inactive";484.68;288;"2017-11-17 19:49:17";64.9;26.98;91.88
"9172f54a6e979ee28aaaada718189c9b";"SP";"sao paulo";"Medium Value";"At Risk";409.06;74;"2018-06-19 17:51:45";195.9;8.63;204.53
"f2a48c51664d5ca2d7401f95994bb8a9";"SP";"campinas";"Low Value";"Inactive";96.76;365;"2017-09-01 14:01:04";35.9;12.48;48.38
"eeef230ea3868be789d424edb3b91546";"SP";"aracatuba";"Low Value";"Inactive";156.12;380;"2017-08-17 13:19:30";62.0;16.06;78.06
"8f720778bef871705f690cdd7f2c7407";"PB";"mae d'agua";"Low Value";"Active";181.78;16;"2018-08-16 20:02:31";39.89;51.0;90.89
"c5e16ca2f4093350809b5f66c5cdfd32";"RJ";"teresopolis";"High Value";"Active";571.62;55;"2018-07-08 22:01:30";225.0;60.81;285.81
"35e6428c10b500bb6f921daee26e88d8";"MG";"vicosa";"Low Value";"Inactive";197.32;493;"2017-04-26 11:30:38";83.9;14.76;98.66
"fcad74a7e0dff27c33e36cbd78280bf9";"DF";"brasilia";"High Value";"Inactive";531.92;345;"2017-09-21 22:00:44";179.99;85.97;265.96
"9bf7217158566072ba308c3d057bbc44";"SP";"franco da rocha";"Medium Value";"Inactive";484.66;356;"2017-09-10 09:30:28";219.99;22.34;242.33
"67fcfd9052233afa10b632e4683f6f2f";"RS";"pelotas";"Medium Value";"At Risk";420.36;81;"2018-06-12 09:46:19";149.9;60.28;210.18
"a599bcb4e597bbc3a7b1a1f6e39988ee";"SP";"sao paulo";"Low Value";"Inactive";148.06;436;"2017-06-22 19:29:40";59.9;14.13;74.03
"83fc79bfef5a8fb84c5d77f3748e0064";"RJ";"rio de janeiro";"Medium Value";"At Risk";206.84;94;"2018-05-30 18:09:10";84.9;18.52;103.42
"477d0086341df0308127cef59628e7be";"SP";"areias";"Low Value";"At Risk";113.94;81;"2018-06-12 23:05:15";44.0;12.97;56.97
"2ec7666d1077597d4e4ff2116a319530";"DF";"brasilia";"Low Value";"Inactive";45.1;590;"2017-01-19 21:24:05";6.9;15.65;22.55
"aee9d44d59c6cb00a9d64b390666224d";"SP";"suzano";"High Value";"At Risk";597.16;68;"2018-06-25 21:13:29";259.0;39.58;298.58
